# num_agents: 60
# min_agents_per_group: 3
# max_agents_per_group: 4
group_id,id,accumulated_payoff,mean_value,tolerance
1,3,1.0,0.6830544498934672,0.8942470537415013
1,3,2.0,0.6830544498934672,0.8942470537415013
1,3,3.0,0.6830544498934672,0.8942470537415013
1,3,4.0,0.6830544498934672,0.8942470537415013
1,3,5.0,0.6830544498934672,0.8942470537415013
1,3,6.0,0.6830544498934672,0.8942470537415013
1,3,7.0,0.6830544498934672,0.8942470537415013
1,3,8.0,0.6830544498934672,0.8942470537415013
1,3,9.0,0.6830544498934672,0.8942470537415013
1,3,10.0,0.6830544498934672,0.8942470537415013
1,3,11.0,0.6830544498934672,0.8942470537415013
1,3,12.0,0.6830544498934672,0.8942470537415013
1,3,13.0,0.6830544498934672,0.8942470537415013
1,3,14.0,0.6830544498934672,0.8942470537415013
1,3,15.0,0.6830544498934672,0.8942470537415013
1,3,16.0,0.6830544498934672,0.8942470537415013
1,3,17.0,0.6830544498934672,0.8942470537415013
1,3,18.0,0.6830544498934672,0.8942470537415013
1,3,19.0,0.6830544498934672,0.8942470537415013
1,3,20.0,0.6830544498934672,0.8942470537415013
1,3,21.0,0.6830544498934672,0.8942470537415013
1,3,22.0,0.6830544498934672,0.8942470537415013
1,3,23.0,0.6830544498934672,0.8942470537415013
1,3,24.0,0.6830544498934672,0.8942470537415013
1,3,25.0,0.6830544498934672,0.8942470537415013
1,3,26.0,0.6830544498934672,0.8942470537415013
1,3,27.0,0.6830544498934672,0.8942470537415013
1,3,28.0,0.6830544498934672,0.8942470537415013
1,3,29.0,0.6830544498934672,0.8942470537415013
1,3,30.0,0.6830544498934672,0.8942470537415013
1,3,31.0,0.6830544498934672,0.8942470537415013
1,3,32.0,0.6830544498934672,0.8942470537415013
1,3,33.0,0.6830544498934672,0.8942470537415013
1,3,34.0,0.6830544498934672,0.8942470537415013
1,3,35.0,0.6830544498934672,0.8942470537415013
1,3,36.0,0.6830544498934672,0.8942470537415013
1,3,37.0,0.6830544498934672,0.8942470537415013
1,3,38.0,0.6830544498934672,0.8942470537415013
1,3,39.0,0.6830544498934672,0.8942470537415013
1,3,40.0,0.6830544498934672,0.8942470537415013
1,3,41.0,0.6830544498934672,0.8942470537415013
1,3,42.0,0.6830544498934672,0.8942470537415013
1,3,43.0,0.6830544498934672,0.8942470537415013
1,3,44.0,0.6830544498934672,0.8942470537415013
1,3,45.0,0.6830544498934672,0.8942470537415013
1,3,46.0,0.6830544498934672,0.8942470537415013
1,3,47.0,0.6830544498934672,0.8942470537415013
1,3,48.0,0.6830544498934672,0.8942470537415013
1,3,49.0,0.6830544498934672,0.8942470537415013
1,3,50.0,0.6830544498934672,0.8942470537415013
1,3,51.0,0.6830544498934672,0.8942470537415013
1,3,52.0,0.6830544498934672,0.8942470537415013
1,3,53.0,0.6830544498934672,0.8942470537415013
1,3,54.0,0.6830544498934672,0.8942470537415013
1,3,55.0,0.6830544498934672,0.8942470537415013
1,3,56.0,0.6830544498934672,0.8942470537415013
1,3,57.0,0.6830544498934672,0.8942470537415013
1,3,58.0,0.6830544498934672,0.8942470537415013
1,3,59.0,0.6830544498934672,0.8942470537415013
1,3,60.0,0.6830544498934672,0.8942470537415013
1,3,61.0,0.6830544498934672,0.8942470537415013
1,3,62.0,0.6830544498934672,0.8942470537415013
1,3,63.0,0.6830544498934672,0.8942470537415013
1,3,64.0,0.6830544498934672,0.8942470537415013
1,3,65.0,0.6830544498934672,0.8942470537415013
1,3,66.0,0.6830544498934672,0.8942470537415013
1,3,67.0,0.6830544498934672,0.8942470537415013
1,3,68.0,0.6830544498934672,0.8942470537415013
1,3,69.0,0.6830544498934672,0.8942470537415013
1,3,70.0,0.6830544498934672,0.8942470537415013
1,3,71.0,0.6830544498934672,0.8942470537415013
1,3,72.0,0.6830544498934672,0.8942470537415013
1,3,73.0,0.6830544498934672,0.8942470537415013
1,3,74.0,0.6830544498934672,0.8942470537415013
